9.0 12.0 0.5 200
10.502198852450846 5.696929409767322 0.15 0.09933596880953377 0.011505011980495108
3.759732718676854 2.4920418123785373 0.15 0.07590357809145137 0.06510489100609067
6.620590753892468 8.140244926236093 0.15 0.023692788828764532 0.09715272388109131
1.7177688167317418 0.9125469902459571 0.15 0.047588942090065894 0.08795051216876656
3.956844965114341 7.299918589838397 0.15 -0.0720440865573395 0.0693516372706411
3.988697474348886 4.633346980601953 0.15 0.09849554102524322 0.017280867980070648
8.967417940838526 2.7067288204755795 0.15 0.09585042323822775 0.028507829890270703
3.6428997547657223 5.053532879607151 0.15 0.0896444153723644 -0.04431567208727631
1.4978508635315055 4.728959510123256 0.15 -0.06292090348139122 -0.07772361227507026
3.6793591313864504 4.178862529998754 0.15 0.09700001080185292 -0.024310448462346826
4.141759670295201 1.164879399617401 0.15 0.07607478083616243 0.06490475884501734
10.151820667377963 2.641501224275335 0.15 0.030361072688951968 0.09527961621026909
10.842648637776742 4.389919170528058 0.15 -0.035033035931688154 0.09366262004347864
8.792041288291166 7.772468283302407 0.15 0.04078803069263229 -0.09130354074304503
11.5990065341081 4.933618665581757 0.15 -0.02898180735108473 0.09570817542229405
6.297931349052126 0.6187440134297113 0.15 0.09988543452735146 -0.004785391236062832
1.5963779525332584 2.124206877670982 0.15 0.0819801438695254 0.057264788580173066
1.5135549498105103 6.555339678636149 0.15 0.09532930921043678 0.03020468184670933
9.80859642966433 4.939967420754585 0.15 0.09957747261946166 0.009182970473673639
1.8017704336895255 4.175647462927635 0.15 0.09890908968151789 -0.014730647588393847
9.363958328820742 1.775426550003687 0.15 -0.08178433551679336 0.0575440914784183
8.976316159008611 2.3620049379819754 0.15 0.03902228887165016 -0.09207204228872894
0.6515463051664168 8.520532019007163 0.15 0.01535059005273516 0.09881477311127557
6.781745196363445 7.11694740135252 0.15 0.07475604219506124 -0.06641938087132569
4.849552606135696 1.1841676494947675 0.15 -0.06053628963521656 0.07959495987310487
2.4004085681101075 0.4913454064737931 0.15 -0.09978564969018494 0.006544013745989199
7.086181479818782 0.891525721669922 0.15 -0.0640843449588832 -0.07676715919708677
3.1537029181006595 8.117108591001141 0.15 -0.07806755131671153 -0.062493659129647806
5.150059694724911 5.50962350832146 0.15 -0.07203748007760069 0.06935849958057978
5.559242281323163 5.847474589693026 0.15 0.05791687973190162 -0.08152076448439652
11.249804173106321 3.6326349813864014 0.15 -0.05204773583015065 0.08538754707189364
2.248762261971161 4.811175815527607 0.15 0.0792559335264279 0.06097948016221884
10.312441642826519 8.184407063246942 0.15 0.06543092970002157 -0.07562270451782874
11.173790758690853 4.540201540709532 0.15 -0.05284108276271805 -0.08489888086696773
4.329140189328648 5.958962707869981 0.15 0.08375715262526907 0.05463276840969512
8.144973983132447 7.2200156835697475 0.15 0.07496546603402074 0.06618292001945882
9.130586987417002 0.9873108429048572 0.15 0.02449440038664559 -0.09695372272222814
7.109320204471273 1.495917170657128 0.15 -0.018349136816316808 0.09830213211368351
1.1630176519691648 2.4383687093110824 0.15 -0.08494821212930417 -0.05276174045683806
9.867528519225917 6.292402614625109 0.15 -0.06757978533619854 -0.07370870107330157
2.540059123435028 1.3032283580459718 0.15 0.08036277518713392 0.05951322848091988
7.917873147558025 6.3991157143572845 0.15 -0.05433264602067905 -0.08395215051677707
6.299863370903388 1.2654993002670807 0.15 -0.09704163886481851 0.024143743007871584
11.705926944228136 7.210832810597985 0.15 -0.07198693599609675 0.06941095767884112
10.40250655413157 0.3925308008743884 0.15 -0.07352500094531003 0.06777960044137292
0.715565885090256 2.537669645934937 0.15 -0.049909033604424356 -0.08665499618990495
7.975803697763581 1.058595579938208 0.15 0.04013912146665489 0.09159067052863587
7.56340364141696 7.8327201806456594 0.15 0.0711990878100679 -0.07021887135958708
11.647131930005337 3.2834964331594323 0.15 -0.09593604288001298 -0.02821835708407406
9.986391733856966 4.509228094376704 0.15 -0.0414944367147355 -0.09098467849988157
5.767966986749836 8.220769421298705 0.15 0.02965874317836005 -0.09550057043327062
2.690270554641891 4.345035811039535 0.15 0.007413576262258097 -0.09972481580330787
5.44295061527769 6.4414067372077675 0.15 0.07883867903142691 -0.06151798670778853
0.9977979329555797 0.3632292505511705 0.15 0.016285831227564076 0.0986649466691555
0.41289706590863995 1.9462942820769307 0.15 0.094643188738673 0.032290351893033344
3.502986098512466 8.335926727936696 0.15 -0.09658511478179949 -0.025909758829186665
6.54535936753542 6.353679389420163 0.15 0.06573882073784439 0.07535520849946313
2.685171819323449 6.734197310732958 0.15 0.08993816038095284 0.043716442070346986
5.989323962148728 0.573144500399241 0.15 0.0829440332528642 -0.055859532290807416
3.537003681611723 7.800052534760082 0.15 -0.030689285795530763 -0.0951744069451459
11.527035867818567 6.941378287395834 0.15 -0.06775386221397939 -0.07354871960196925
2.424788164767508 6.297327724519746 0.15 -0.09927471396223543 0.01202211161636492
5.935038317101031 1.9842719060325156 0.15 0.09979146558994202 -0.006454718848363278
8.459229844287545 2.8333148948667044 0.15 -0.08419638465772966 0.05395339480113949
11.32196391698472 5.206125381363582 0.15 0.09837272633685071 0.017966822564245494
6.385594904508995 3.5901669341166955 0.15 -0.09285612454506935 -0.037117922011752895
7.449766677619927 5.279913709363992 0.15 -0.010198715776832595 -0.0994785715443451
5.942686319874236 1.0109487602194651 0.15 -0.07144021245475916 0.06997353817278983
4.580686201531412 0.2832533371391731 0.15 0.09987030546942532 -0.005091373630335183
7.1815408605981546 3.4164068064108872 0.15 -0.08119025981714238 -0.058379291797904825
10.68012796752837 6.732280935767168 0.15 0.04954558571366945 0.0868633117966926
0.5182017301812878 4.138636768176485 0.15 0.02471951590869386 -0.09689657131828677
9.28862754313725 5.63861844591332 0.15 0.0618700354216927 0.07856270563644363
9.264304661037924 4.380645814113899 0.15 0.06915610111564727 -0.07223180517253029
5.6348637658147425 1.5333186992322996 0.15 0.06698425396995737 0.07425031797971138
6.601939822830797 2.4554659298981405 0.15 0.05858858235657401 -0.08103936091460091
